"OFFICIAL_GENE_SYMBOL","Original ID","Value","Gene Name","Species"
"ADNP","ENSG00000101126","","activity dependent neuroprotector homeobox(ADNP)","Homo sapiens"
"ADNP-AS1","ENSG00000259456","","ADNP antisense RNA 1(ADNP-AS1)","Homo sapiens"
"ADO","ENSG00000181915","","2-aminoethanethiol dioxygenase(ADO)","Homo sapiens"
"ADORA1","ENSG00000163485","","adenosine A1 receptor(ADORA1)","Homo sapiens"
"ADORA2A","ENSG00000128271","","adenosine A2a receptor(ADORA2A)","Homo sapiens"
"ADORA2A-AS1","ENSG00000178803","","ADORA2A antisense RNA 1(ADORA2A-AS1)","Homo sapiens"
"ADORA2B","ENSG00000170425","","adenosine A2b receptor(ADORA2B)","Homo sapiens"
"ADPGK","ENSG00000159322","","ADP dependent glucokinase(ADPGK)","Homo sapiens"
"ADPGK-AS1","ENSG00000260898","","ADPGK antisense RNA 1(ADPGK-AS1)","Homo sapiens"
"ADPRH","ENSG00000144843","","ADP-ribosylarginine hydrolase(ADPRH)","Homo sapiens"
"ADPRM","ENSG00000170222","","ADP-ribose/CDP-alcohol diphosphatase, manganese dependent(ADPRM)","Homo sapiens"
"ADPRS","ENSG00000116863","","ADP-ribosylserine hydrolase(ADPRS)","Homo sapiens"
"ADRA1A","ENSG00000120907","","adrenoceptor alpha 1A(ADRA1A)","Homo sapiens"
"ADRA1B","ENSG00000170214","","adrenoceptor alpha 1B(ADRA1B)","Homo sapiens"
"ADRA1D","ENSG00000171873","","adrenoceptor alpha 1D(ADRA1D)","Homo sapiens"
"ADRA2A","ENSG00000150594","","adrenoceptor alpha 2A(ADRA2A)","Homo sapiens"
"ADRA2C","ENSG00000184160","","adrenoceptor alpha 2C(ADRA2C)","Homo sapiens"
"ADRB1","ENSG00000043591","","adrenoceptor beta 1(ADRB1)","Homo sapiens"
"ADRB2","ENSG00000169252","","adrenoceptor beta 2(ADRB2)","Homo sapiens"
"ADRM1","ENSG00000130706","","ADRM1 26S proteasome ubiquitin receptor(ADRM1)","Homo sapiens"
"ADSL","ENSG00000239900","","adenylosuccinate lyase(ADSL)","Homo sapiens"
"ADSS1","ENSG00000185100","","adenylosuccinate synthase 1(ADSS1)","Homo sapiens"
"ADSS2","ENSG00000035687","","adenylosuccinate synthase 2(ADSS2)","Homo sapiens"
"ADTRP","ENSG00000111863","","androgen dependent TFPI regulating protein(ADTRP)","Homo sapiens"
"AEBP1","ENSG00000106624","","AE binding protein 1(AEBP1)","Homo sapiens"
"AEBP2","ENSG00000139154","","AE binding protein 2(AEBP2)","Homo sapiens"
"AFAP1","ENSG00000196526","","actin filament associated protein 1(AFAP1)","Homo sapiens"
"AFAP1-AS1","ENSG00000272620","","AFAP1 antisense RNA 1(AFAP1-AS1)","Homo sapiens"
"AFAP1L1","ENSG00000157510","","actin filament associated protein 1 like 1(AFAP1L1)","Homo sapiens"
"AFDN","ENSG00000130396","","afadin, adherens junction formation factor(AFDN)","Homo sapiens"
"AFF1","ENSG00000172493","","ALF transcription elongation factor 1(AFF1)","Homo sapiens"
"AFF2","ENSG00000155966","","ALF transcription elongation factor 2(AFF2)","Homo sapiens"
"AFF3","ENSG00000144218","","ALF transcription elongation factor 3(AFF3)","Homo sapiens"
"AFF4","ENSG00000072364","","ALF transcription elongation factor 4(AFF4)","Homo sapiens"
"AFG2A","ENSG00000145375","","AFG2 AAA ATPase homolog A(AFG2A)","Homo sapiens"
"AFG2B","ENSG00000171763","","AFG2 AAA ATPase homolog B(AFG2B)","Homo sapiens"
"AFG3L2","ENSG00000141385","","AFG3 like matrix AAA peptidase subunit 2(AFG3L2)","Homo sapiens"
"AFMID","ENSG00000183077","","arylformamidase(AFMID)","Homo sapiens"
"AFTPH","ENSG00000119844","","aftiphilin(AFTPH)","Homo sapiens"
"AGA","ENSG00000038002","","aspartylglucosaminidase(AGA)","Homo sapiens"
"AGAP1","ENSG00000157985","","ArfGAP with GTPase domain, ankyrin repeat and PH domain 1(AGAP1)","Homo sapiens"
"AGAP1-IT1","ENSG00000235529","","AGAP1 intronic transcript 1(AGAP1-IT1)","Homo sapiens"
"AGAP11","ENSG00000151303","","ArfGAP with GTPase domain, ankyrin repeat and PH domain 11(AGAP11)","Homo sapiens"
"AGAP2","ENSG00000135439","","ArfGAP with GTPase domain, ankyrin repeat and PH domain 2(AGAP2)","Homo sapiens"
"AGAP3","ENSG00000133612","","ArfGAP with GTPase domain, ankyrin repeat and PH domain 3(AGAP3)","Homo sapiens"
"AGAP4","ENSG00000188234","","ArfGAP with GTPase domain, ankyrin repeat and PH domain 4(AGAP4)","Homo sapiens"
"AGAP5","ENSG00000172650","","ArfGAP with GTPase domain, ankyrin repeat and PH domain 5(AGAP5)","Homo sapiens"
"AGAP6","ENSG00000204149","","ArfGAP with GTPase domain, ankyrin repeat and PH domain 6(AGAP6)","Homo sapiens"
"AGAP9","ENSG00000204172","","ArfGAP with GTPase domain, ankyrin repeat and PH domain 9(AGAP9)","Homo sapiens"
"AGBL2","ENSG00000165923","","AGBL carboxypeptidase 2(AGBL2)","Homo sapiens"
"AGBL5","ENSG00000084693","","AGBL carboxypeptidase 5(AGBL5)","Homo sapiens"
"AGER","ENSG00000204305","","advanced glycosylation end-product specific receptor(AGER)","Homo sapiens"
"AGFG1","ENSG00000173744","","ArfGAP with FG repeats 1(AGFG1)","Homo sapiens"
"AGFG2","ENSG00000106351","","ArfGAP with FG repeats 2(AGFG2)","Homo sapiens"
"AGGF1","ENSG00000164252","","angiogenic factor with G-patch and FHA domains 1(AGGF1)","Homo sapiens"
"AGK","ENSG00000006530","","acylglycerol kinase(AGK)","Homo sapiens"
"AGL","ENSG00000162688","","amylo-alpha-1,6-glucosidase and 4-alpha-glucanotransferase(AGL)","Homo sapiens"
"AGMAT","ENSG00000116771","","agmatinase (putative)(AGMAT)","Homo sapiens"
"AGO1","ENSG00000092847","","argonaute RISC component 1(AGO1)","Homo sapiens"
"AGO2","ENSG00000123908","","argonaute RISC catalytic component 2(AGO2)","Homo sapiens"
"AGO3","ENSG00000126070","","argonaute RISC catalytic component 3(AGO3)","Homo sapiens"
"AGO4","ENSG00000134698","","argonaute RISC component 4(AGO4)","Homo sapiens"
"AGPAT1","ENSG00000204310","","1-acylglycerol-3-phosphate O-acyltransferase 1(AGPAT1)","Homo sapiens"
"AGPAT2","ENSG00000169692","","1-acylglycerol-3-phosphate O-acyltransferase 2(AGPAT2)","Homo sapiens"
"AGPAT3","ENSG00000160216","","1-acylglycerol-3-phosphate O-acyltransferase 3(AGPAT3)","Homo sapiens"
"AGPAT4","ENSG00000026652","","1-acylglycerol-3-phosphate O-acyltransferase 4(AGPAT4)","Homo sapiens"
"AGPAT5","ENSG00000155189","","1-acylglycerol-3-phosphate O-acyltransferase 5(AGPAT5)","Homo sapiens"
"AGPS","ENSG00000018510","","alkylglycerone phosphate synthase(AGPS)","Homo sapiens"
"AGR2","ENSG00000106541","","anterior gradient 2, protein disulphide isomerase family member(AGR2)","Homo sapiens"
"AGR3","ENSG00000173467","","anterior gradient 3, protein disulphide isomerase family member(AGR3)","Homo sapiens"
"AGRN","ENSG00000188157","","agrin(AGRN)","Homo sapiens"
"AGRP","ENSG00000159723","","agouti related neuropeptide(AGRP)","Homo sapiens"
"AGT","ENSG00000135744","","angiotensinogen(AGT)","Homo sapiens"
"AGTPBP1","ENSG00000135049","","ATP/GTP binding carboxypeptidase 1(AGTPBP1)","Homo sapiens"
"AGTR1","ENSG00000144891","","angiotensin II receptor type 1(AGTR1)","Homo sapiens"
"AGTRAP","ENSG00000177674","","angiotensin II receptor associated protein(AGTRAP)","Homo sapiens"
"AHCTF1","ENSG00000153207","","AT-hook containing transcription factor 1(AHCTF1)","Homo sapiens"
"AHCY","ENSG00000101444","","adenosylhomocysteinase(AHCY)","Homo sapiens"
"AHCYL1","ENSG00000168710","","adenosylhomocysteinase like 1(AHCYL1)","Homo sapiens"
"AHCYL2","ENSG00000158467","","adenosylhomocysteinase like 2(AHCYL2)","Homo sapiens"
"AHDC1","ENSG00000126705","","AT-hook DNA binding motif containing 1(AHDC1)","Homo sapiens"
"AHI1","ENSG00000135541","","Abelson helper integration site 1(AHI1)","Homo sapiens"
"AHNAK","ENSG00000124942","","AHNAK nucleoprotein(AHNAK)","Homo sapiens"
"AHNAK2","ENSG00000185567","","AHNAK nucleoprotein 2(AHNAK2)","Homo sapiens"
"AHR","ENSG00000106546","","aryl hydrocarbon receptor(AHR)","Homo sapiens"
"AHRR","ENSG00000063438","","aryl hydrocarbon receptor repressor(AHRR)","Homo sapiens"
"AHSA1","ENSG00000100591","","activator of HSP90 ATPase activity 1(AHSA1)","Homo sapiens"
"AHSP","ENSG00000169877","","alpha hemoglobin stabilizing protein(AHSP)","Homo sapiens"
"AIDA","ENSG00000186063","","axin interactor, dorsalization associated(AIDA)","Homo sapiens"
"AIDAP2","ENSG00000251429","","AIDA pseudogene 2(AIDAP2)","Homo sapiens"
"AIFM1","ENSG00000156709","","apoptosis inducing factor mitochondria associated 1(AIFM1)","Homo sapiens"
"AIFM2","ENSG00000042286","","AIF family member 2(AIFM2)","Homo sapiens"
"AIFM3","ENSG00000183773","","AIF family member 3(AIFM3)","Homo sapiens"
"AIG1","ENSG00000146416","","androgen induced 1(AIG1)","Homo sapiens"
"AIM2","ENSG00000163568","","absent in melanoma 2(AIM2)","Homo sapiens"
"AIMP1","ENSG00000164022","","aminoacyl tRNA synthetase complex interacting multifunctional protein 1(AIMP1)","Homo sapiens"
"AIMP2","ENSG00000106305","","aminoacyl tRNA synthetase complex interacting multifunctional protein 2(AIMP2)","Homo sapiens"
"AIP","ENSG00000110711","","AHR interacting HSP90 co-chaperone(AIP)","Homo sapiens"
"AIRIM","ENSG00000116922","","AFG2 interacting ribosome maturation factor(AIRIM)","Homo sapiens"
"AJM1","ENSG00000232434","","apical junction component 1 homolog(AJM1)","Homo sapiens"
"AJUBA","ENSG00000129474","","ajuba LIM protein(AJUBA)","Homo sapiens"
"AK1","ENSG00000106992","","adenylate kinase 1(AK1)","Homo sapiens"
"AK2","ENSG00000004455","","adenylate kinase 2(AK2)","Homo sapiens"
"AK2P1","ENSG00000185839","","adenylate kinase 2 pseudogene 1(AK2P1)","Homo sapiens"
"AK3","ENSG00000147853","","adenylate kinase 3(AK3)","Homo sapiens"
"AK4","ENSG00000162433","","adenylate kinase 4(AK4)","Homo sapiens"
"AK4P3","ENSG00000233381","","adenylate kinase 4 pseudogene 3(AK4P3)","Homo sapiens"
"AK6","ENSG00000085231","","adenylate kinase 6(AK6)","Homo sapiens"
"AK8","ENSG00000165695","","adenylate kinase 8(AK8)","Homo sapiens"
"AK9","ENSG00000155085","","adenylate kinase 9(AK9)","Homo sapiens"
"AKAP1","ENSG00000121057","","A-kinase anchoring protein 1(AKAP1)","Homo sapiens"
"AKAP1-DT","ENSG00000263004","","AKAP1 divergent transcript(AKAP1-DT)","Homo sapiens"
"AKAP10","ENSG00000108599","","A-kinase anchoring protein 10(AKAP10)","Homo sapiens"
"AKAP11","ENSG00000023516","","A-kinase anchoring protein 11(AKAP11)","Homo sapiens"
"AKAP12","ENSG00000131016","","A-kinase anchoring protein 12(AKAP12)","Homo sapiens"
"AKAP13","ENSG00000170776","","A-kinase anchoring protein 13(AKAP13)","Homo sapiens"
"AKAP14","ENSG00000186471","","A-kinase anchoring protein 14(AKAP14)","Homo sapiens"
"AKAP17A","ENSG00000197976","","A-kinase anchoring protein 17A(AKAP17A)","Homo sapiens"
"AKAP5","ENSG00000179841","","A-kinase anchoring protein 5(AKAP5)","Homo sapiens"
"AKAP6","ENSG00000151320","","A-kinase anchoring protein 6(AKAP6)","Homo sapiens"
"AKAP7","ENSG00000118507","","A-kinase anchoring protein 7(AKAP7)","Homo sapiens"
"AKAP8","ENSG00000105127","","A-kinase anchoring protein 8(AKAP8)","Homo sapiens"
"AKAP8L","ENSG00000011243","","A-kinase anchoring protein 8 like(AKAP8L)","Homo sapiens"
"AKAP9","ENSG00000127914","","A-kinase anchoring protein 9(AKAP9)","Homo sapiens"
"AKIP1","ENSG00000166452","","A-kinase interacting protein 1(AKIP1)","Homo sapiens"
"AKIRIN1","ENSG00000174574","","akirin 1(AKIRIN1)","Homo sapiens"
"AKIRIN2","ENSG00000135334","","akirin 2(AKIRIN2)","Homo sapiens"
"AKNA","ENSG00000106948","","AT-hook transcription factor(AKNA)","Homo sapiens"
"AKR1A1","ENSG00000117448","","aldo-keto reductase family 1 member A1(AKR1A1)","Homo sapiens"
"AKR1B1","ENSG00000085662","","aldo-keto reductase family 1 member B(AKR1B1)","Homo sapiens"
"AKR1B10","ENSG00000198074","","aldo-keto reductase family 1 member B10(AKR1B10)","Homo sapiens"
"AKR1C1","ENSG00000187134","","aldo-keto reductase family 1 member C1(AKR1C1)","Homo sapiens"
"AKR1C2","ENSG00000151632","","aldo-keto reductase family 1 member C2(AKR1C2)","Homo sapiens"
"AKR1C3","ENSG00000196139","","aldo-keto reductase family 1 member C3(AKR1C3)","Homo sapiens"
"AKR1E2","ENSG00000165568","","aldo-keto reductase family 1 member E2(AKR1E2)","Homo sapiens"
"AKR7A2","ENSG00000053371","","aldo-keto reductase family 7 member A2(AKR7A2)","Homo sapiens"
"AKR7A3","ENSG00000162482","","aldo-keto reductase family 7 member A3(AKR7A3)","Homo sapiens"
"AKT1","ENSG00000142208","","AKT serine/threonine kinase 1(AKT1)","Homo sapiens"
"AKT1S1","ENSG00000204673","","AKT1 substrate 1(AKT1S1)","Homo sapiens"
"AKT2","ENSG00000105221","","AKT serine/threonine kinase 2(AKT2)","Homo sapiens"
"AKT3","ENSG00000117020","","AKT serine/threonine kinase 3(AKT3)","Homo sapiens"
"AKTIP","ENSG00000166971","","AKT interacting protein(AKTIP)","Homo sapiens"
"ALAD","ENSG00000148218","","aminolevulinate dehydratase(ALAD)","Homo sapiens"
"ALAS1","ENSG00000023330","","5'-aminolevulinate synthase 1(ALAS1)","Homo sapiens"
"ALAS2","ENSG00000158578","","5'-aminolevulinate synthase 2(ALAS2)","Homo sapiens"
"ALB","ENSG00000163631","","albumin(ALB)","Homo sapiens"
"ALCAM","ENSG00000170017","","activated leukocyte cell adhesion molecule(ALCAM)","Homo sapiens"
"ALDH16A1","ENSG00000161618","","aldehyde dehydrogenase 16 family member A1(ALDH16A1)","Homo sapiens"
"ALDH18A1","ENSG00000059573","","aldehyde dehydrogenase 18 family member A1(ALDH18A1)","Homo sapiens"
"ALDH1A1","ENSG00000165092","","aldehyde dehydrogenase 1 family member A1(ALDH1A1)","Homo sapiens"
"ALDH1A2","ENSG00000128918","","aldehyde dehydrogenase 1 family member A2(ALDH1A2)","Homo sapiens"
"ALDH1A3","ENSG00000184254","","aldehyde dehydrogenase 1 family member A3(ALDH1A3)","Homo sapiens"
"ALDH1A3-AS1","ENSG00000259583","","ALDH1A3 antisense RNA 1(ALDH1A3-AS1)","Homo sapiens"
"ALDH1B1","ENSG00000137124","","aldehyde dehydrogenase 1 family member B1(ALDH1B1)","Homo sapiens"
"ALDH1L1","ENSG00000144908","","aldehyde dehydrogenase 1 family member L1(ALDH1L1)","Homo sapiens"
"ALDH1L2","ENSG00000136010","","aldehyde dehydrogenase 1 family member L2(ALDH1L2)","Homo sapiens"
"ALDH2","ENSG00000111275","","aldehyde dehydrogenase 2 family member(ALDH2)","Homo sapiens"
"ALDH3A1","ENSG00000108602","","aldehyde dehydrogenase 3 family member A1(ALDH3A1)","Homo sapiens"
"ALDH3A2","ENSG00000072210","","aldehyde dehydrogenase 3 family member A2(ALDH3A2)","Homo sapiens"
"ALDH3B1","ENSG00000006534","","aldehyde dehydrogenase 3 family member B1(ALDH3B1)","Homo sapiens"
"ALDH3B2","ENSG00000132746","","aldehyde dehydrogenase 3 family member B2(ALDH3B2)","Homo sapiens"
"ALDH4A1","ENSG00000159423","","aldehyde dehydrogenase 4 family member A1(ALDH4A1)","Homo sapiens"
"ALDH5A1","ENSG00000112294","","aldehyde dehydrogenase 5 family member A1(ALDH5A1)","Homo sapiens"
"ALDH6A1","ENSG00000119711","","aldehyde dehydrogenase 6 family member A1(ALDH6A1)","Homo sapiens"
"ALDH7A1","ENSG00000164904","","aldehyde dehydrogenase 7 family member A1(ALDH7A1)","Homo sapiens"
"ALDH7A1P1","ENSG00000251400","","aldehyde dehydrogenase 7 family member A1 pseudogene 1(ALDH7A1P1)","Homo sapiens"
"ALDH9A1","ENSG00000143149","","aldehyde dehydrogenase 9 family member A1(ALDH9A1)","Homo sapiens"
"ALDOA","ENSG00000149925","","aldolase, fructose-bisphosphate A(ALDOA)","Homo sapiens"
"ALDOC","ENSG00000109107","","aldolase, fructose-bisphosphate C(ALDOC)","Homo sapiens"
"ALG1","ENSG00000033011","","ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase(ALG1)","Homo sapiens"
"ALG10","ENSG00000139133","","ALG10 alpha-1,2-glucosyltransferase(ALG10)","Homo sapiens"
"ALG10B","ENSG00000175548","","ALG10 alpha-1,2-glucosyltransferase B(ALG10B)","Homo sapiens"
"ALG11","ENSG00000253710","","ALG11 alpha-1,2-mannosyltransferase(ALG11)","Homo sapiens"
"ALG12","ENSG00000182858","","ALG12 alpha-1,6-mannosyltransferase(ALG12)","Homo sapiens"
"ALG13","ENSG00000101901","","ALG13 UDP-N-acetylglucosaminyltransferase subunit(ALG13)","Homo sapiens"
"ALG14","ENSG00000172339","","ALG14 UDP-N-acetylglucosaminyltransferase subunit(ALG14)","Homo sapiens"
"ALG14-AS1","ENSG00000235501","","ALG14 antisense RNA 1(ALG14-AS1)","Homo sapiens"
"ALG1L8P","ENSG00000227620","","ALG1 like 8, pseudogene(ALG1L8P)","Homo sapiens"
"ALG2","ENSG00000119523","","ALG2 alpha-1,3/1,6-mannosyltransferase(ALG2)","Homo sapiens"
"ALG3","ENSG00000214160","","ALG3 alpha-1,3- mannosyltransferase(ALG3)","Homo sapiens"
"ALG5","ENSG00000120697","","ALG5 dolichyl-phosphate beta-glucosyltransferase(ALG5)","Homo sapiens"
"ALG6","ENSG00000088035","","ALG6 alpha-1,3-glucosyltransferase(ALG6)","Homo sapiens"
"ALG8","ENSG00000159063","","ALG8 alpha-1,3-glucosyltransferase(ALG8)","Homo sapiens"
"ALG9","ENSG00000086848","","ALG9 alpha-1,2-mannosyltransferase(ALG9)","Homo sapiens"
"ALKAL1","ENSG00000196711","","ALK and LTK ligand 1(ALKAL1)","Homo sapiens"
"ALKAL2","ENSG00000189292","","ALK and LTK ligand 2(ALKAL2)","Homo sapiens"
"ALKBH1","ENSG00000100601","","alkB homolog 1, histone H2A dioxygenase(ALKBH1)","Homo sapiens"
"ALKBH2","ENSG00000189046","","alkB homolog 2, alpha-ketoglutarate dependent dioxygenase(ALKBH2)","Homo sapiens"
"ALKBH3","ENSG00000166199","","alkB homolog 3, alpha-ketoglutarate dependent dioxygenase(ALKBH3)","Homo sapiens"
"ALKBH4","ENSG00000160993","","alkB homolog 4, lysine demethylase(ALKBH4)","Homo sapiens"
"ALKBH5","ENSG00000091542","","alkB homolog 5, RNA demethylase(ALKBH5)","Homo sapiens"
"ALKBH6","ENSG00000239382","","alkB homolog 6(ALKBH6)","Homo sapiens"
"ALKBH7","ENSG00000125652","","alkB homolog 7(ALKBH7)","Homo sapiens"
"ALKBH8","ENSG00000137760","","alkB homolog 8, tRNA methyltransferase(ALKBH8)","Homo sapiens"
"ALMS1-IT1","ENSG00000230002","","ALMS1 intronic transcript 1(ALMS1-IT1)","Homo sapiens"
"ALOX12","ENSG00000108839","","arachidonate 12-lipoxygenase, 12S type(ALOX12)","Homo sapiens"
"ALOX12-AS1","ENSG00000267532","","ALOX12 antisense RNA 1(ALOX12-AS1)","Homo sapiens"
"ALOX15","ENSG00000161905","","arachidonate 15-lipoxygenase(ALOX15)","Homo sapiens"
"ALOX5","ENSG00000012779","","arachidonate 5-lipoxygenase(ALOX5)","Homo sapiens"
"ALOX5AP","ENSG00000132965","","arachidonate 5-lipoxygenase activating protein(ALOX5AP)","Homo sapiens"
"ALPK1","ENSG00000073331","","alpha kinase 1(ALPK1)","Homo sapiens"
"ALPK3","ENSG00000136383","","alpha kinase 3(ALPK3)","Homo sapiens"
"ALPL","ENSG00000162551","","alkaline phosphatase, biomineralization associated(ALPL)","Homo sapiens"
"ALPP","ENSG00000163283","","alkaline phosphatase, placental(ALPP)","Homo sapiens"
"ALS2","ENSG00000003393","","alsin Rho guanine nucleotide exchange factor ALS2(ALS2)","Homo sapiens"
"ALS2CL","ENSG00000178038","","ALS2 C-terminal like(ALS2CL)","Homo sapiens"
"ALX3","ENSG00000156150","","ALX homeobox 3(ALX3)","Homo sapiens"
"ALYREF","ENSG00000183684","","Aly/REF export factor(ALYREF)","Homo sapiens"
"AMACR","ENSG00000242110","","alpha-methylacyl-CoA racemase(AMACR)","Homo sapiens"
"AMBRA1","ENSG00000110497","","autophagy and beclin 1 regulator 1(AMBRA1)","Homo sapiens"
"AMD1","ENSG00000123505","","adenosylmethionine decarboxylase 1(AMD1)","Homo sapiens"
"AMDHD2","ENSG00000162066","","amidohydrolase domain containing 2(AMDHD2)","Homo sapiens"
"AMER1","ENSG00000184675","","APC membrane recruitment protein 1(AMER1)","Homo sapiens"
"AMFR","ENSG00000159461","","autocrine motility factor receptor(AMFR)","Homo sapiens"
"AMH","ENSG00000104899","","anti-Mullerian hormone(AMH)","Homo sapiens"
"AMIGO2","ENSG00000139211","","adhesion molecule with Ig like domain 2(AMIGO2)","Homo sapiens"
"AMIGO3","ENSG00000176020","","adhesion molecule with Ig like domain 3(AMIGO3)","Homo sapiens"
"AMMECR1","ENSG00000101935","","AMMECR nuclear protein 1(AMMECR1)","Homo sapiens"
"AMMECR1L","ENSG00000144233","","AMMECR1 like(AMMECR1L)","Homo sapiens"
"AMN","ENSG00000166126","","amnion associated transmembrane protein(AMN)","Homo sapiens"
"AMN1","ENSG00000151743","","antagonist of mitotic exit network 1 homolog(AMN1)","Homo sapiens"
"AMOT","ENSG00000126016","","angiomotin(AMOT)","Homo sapiens"
"AMOTL1","ENSG00000166025","","angiomotin like 1(AMOTL1)","Homo sapiens"
"AMOTL2","ENSG00000114019","","angiomotin like 2(AMOTL2)","Homo sapiens"
"AMPD2","ENSG00000116337","","adenosine monophosphate deaminase 2(AMPD2)","Homo sapiens"
